Type,Questions,Answer,Code,Dataset_Name,Date_Generated
Hypothesis Question,Test the hypothesis that the average IMDB_SCORE is higher when COUNTRY is 'Bulgaria' than when COUNTRY is 'Japan',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when COUNTRY = 'Bulgaria' and when COUNTRY = 'Japan';permutation_test(df, 'country', 'imdb_score', 10000, 'Bulgaria', 'Japan');",MOVIE DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average IMDB_SCORE is higher when CONTENT is 'R' than when CONTENT is 'PG',  where GENRE is not 'Family'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when CONTENT = 'R' and when CONTENT = 'PG';df <- df[df$genre != 'Family', ];mean(df[df$content == 'R', ]$imdb_score); mean(df[df$content == 'PG', ]$imdb_score);permutation_test(df, 'content', 'imdb_score', 10000, 'R', 'PG');",MOVIE DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average IMDB_SCORE is higher when GENRE is 'History' than when GENRE is 'Drama',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when GENRE = 'History' and when GENRE = 'Drama';permutation_test(df, 'genre', 'imdb_score', 10000, 'History', 'Drama');",MOVIE DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average IMDB_SCORE is higher when GROSS is 'Low' than when GROSS is 'Medium',  where COUNTRY is not 'Chile'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when GROSS = 'Low' and when GROSS = 'Medium';df <- df[df$country != 'Chile', ];mean(df[df$Gross == 'Low', ]$imdb_score); mean(df[df$Gross == 'Medium', ]$imdb_score);permutation_test(df, 'Gross', 'imdb_score', 10000, 'Low', 'Medium');",MOVIE DATASET,2024-04-07
Hypothesis Question,Verify hypothesis that the average IMDB_SCORE is higher when CONTENT is 'PG' than when CONTENT is 'PG-13',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when CONTENT = 'PG' and when CONTENT = 'PG-13';permutation_test(df, 'content', 'imdb_score', 10000, 'PG', 'PG-13');",MOVIE DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average IMDB_SCORE is higher when COUNTRY is 'Switzerland' than when COUNTRY is 'Colombia',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when COUNTRY = 'Switzerland' and when COUNTRY = 'Colombia';permutation_test(df, 'country', 'imdb_score', 10000, 'Switzerland', 'Colombia');",MOVIE DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average IMDB_SCORE is higher when COUNTRY is 'Panama' than when COUNTRY is 'Spain',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when COUNTRY = 'Panama' and when COUNTRY = 'Spain';permutation_test(df, 'country', 'imdb_score', 10000, 'Panama', 'Spain');",MOVIE DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average IMDB_SCORE is higher when BUDGET is 'Medium' than when BUDGET is 'Low',  where CONTENT is not 'G'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when BUDGET = 'Medium' and when BUDGET = 'Low';df <- df[df$content != 'G', ];mean(df[df$Budget == 'Medium', ]$imdb_score); mean(df[df$Budget == 'Low', ]$imdb_score);permutation_test(df, 'Budget', 'imdb_score', 10000, 'Medium', 'Low');",MOVIE DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average IMDB_SCORE is higher when GROSS is 'High' than when GROSS is 'Medium',  where BUDGET is 'Low'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when GROSS = 'High' and when GROSS = 'Medium';df <- df[df$Budget == 'Low', ];mean(df[df$Gross == 'High', ]$imdb_score); mean(df[df$Gross == 'Medium', ]$imdb_score);permutation_test(df, 'Gross', 'imdb_score', 10000, 'High', 'Medium');",MOVIE DATASET,2024-04-07
Hypothesis Question,"Given that BUDGET is 'High',  verify hypothesis that the average IMDB_SCORE is higher when GROSS is 'Low' than when GROSS is 'Medium'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when GROSS = 'Low' and when GROSS = 'Medium';df <- df[df$Budget == 'High', ];mean(df[df$Gross == 'Low', ]$imdb_score); mean(df[df$Gross == 'Medium', ]$imdb_score);permutation_test(df, 'Gross', 'imdb_score', 10000, 'Low', 'Medium');",MOVIE DATASET,2024-04-07
Hypothesis Question,"Given that CONTENT is not 'G',  verify hypothesis that the average IMDB_SCORE is higher when GROSS is 'Medium' than when GROSS is 'High'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when GROSS = 'Medium' and when GROSS = 'High';df <- df[df$content != 'G', ];mean(df[df$Gross == 'Medium', ]$imdb_score); mean(df[df$Gross == 'High', ]$imdb_score);permutation_test(df, 'Gross', 'imdb_score', 10000, 'Medium', 'High');",MOVIE DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average IMDB_SCORE is higher when COUNTRY is 'Colombia' than when COUNTRY is 'New Zealand',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when COUNTRY = 'Colombia' and when COUNTRY = 'New Zealand';permutation_test(df, 'country', 'imdb_score', 10000, 'Colombia', 'New Zealand');",MOVIE DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average IMDB_SCORE is higher when COUNTRY is 'Kyrgyzstan' than when COUNTRY is 'Germany',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when COUNTRY = 'Kyrgyzstan' and when COUNTRY = 'Germany';permutation_test(df, 'country', 'imdb_score', 10000, 'Kyrgyzstan', 'Germany');",MOVIE DATASET,2024-04-07
Hypothesis Question,"Given that BUDGET is not 'Medium',  verify hypothesis that the average IMDB_SCORE is higher when GENRE is 'Drama' than when GENRE is 'Comedy'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when GENRE = 'Drama' and when GENRE = 'Comedy';df <- df[df$Budget != 'Medium', ];mean(df[df$genre == 'Drama', ]$imdb_score); mean(df[df$genre == 'Comedy', ]$imdb_score);permutation_test(df, 'genre', 'imdb_score', 10000, 'Drama', 'Comedy');",MOVIE DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average IMDB_SCORE is higher when CONTENT is 'R' than when CONTENT is 'PG-13',  where GENRE is not 'Drama'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when CONTENT = 'R' and when CONTENT = 'PG-13';df <- df[df$genre != 'Drama', ];mean(df[df$content == 'R', ]$imdb_score); mean(df[df$content == 'PG-13', ]$imdb_score);permutation_test(df, 'content', 'imdb_score', 10000, 'R', 'PG-13');",MOVIE DATASET,2024-04-07
Hypothesis Question,"Verify hypothesis that the average IMDB_SCORE is higher when BUDGET is 'Low' than when BUDGET is 'Medium',  where COUNTRY is 'Norway'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when BUDGET = 'Low' and when BUDGET = 'Medium';df <- df[df$country == 'Norway', ];mean(df[df$Budget == 'Low', ]$imdb_score); mean(df[df$Budget == 'Medium', ]$imdb_score);permutation_test(df, 'Budget', 'imdb_score', 10000, 'Low', 'Medium');",MOVIE DATASET,2024-04-07
Hypothesis Question,Verify hypothesis that the average IMDB_SCORE is higher when COUNTRY is 'Soviet Union' than when COUNTRY is 'Sweden',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when COUNTRY = 'Soviet Union' and when COUNTRY = 'Sweden';permutation_test(df, 'country', 'imdb_score', 10000, 'Soviet Union', 'Sweden');",MOVIE DATASET,2024-04-07
Hypothesis Question,Verify hypothesis that the average IMDB_SCORE is higher when COUNTRY is 'Taiwan' than when COUNTRY is 'UK',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when COUNTRY = 'Taiwan' and when COUNTRY = 'UK';permutation_test(df, 'country', 'imdb_score', 10000, 'Taiwan', 'UK');",MOVIE DATASET,2024-04-07
Hypothesis Question,Test the hypothesis that the average IMDB_SCORE is higher when GENRE is 'Action' than when GENRE is 'History',"Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when GENRE = 'Action' and when GENRE = 'History';permutation_test(df, 'genre', 'imdb_score', 10000, 'Action', 'History');",MOVIE DATASET,2024-04-07
Hypothesis Question,"Given that GROSS is not 'High',  verify hypothesis that the average IMDB_SCORE is higher when CONTENT is 'G' than when CONTENT is 'PG'","Run the code by clicking the solution button and checking. If the output is lesser than 0.05 (customary significance level of 5%) then we reject the null hypothesis mentioned in the solution.R window, else we fail to reject the null hypothesis.","# Null Hypothesis : The average IMDB_SCORE is the same when CONTENT = 'G' and when CONTENT = 'PG';df <- df[df$Gross != 'High', ];mean(df[df$content == 'G', ]$imdb_score); mean(df[df$content == 'PG', ]$imdb_score);permutation_test(df, 'content', 'imdb_score', 10000, 'G', 'PG');",MOVIE DATASET,2024-04-07
